ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
705,13,"Incidents, accidents and emergencies",29,"At an incident, how could you help a casualty who has stopped breathing?",no,code Keep their head tilted forwards as far as possible,no,Follow the DR ABC ,no,Raise their legs to help with circulation,no,Try to give them something to drink,no,B
706,13,"Incidents, accidents and emergencies",30,You're at the scene of an incident. How could you help someone who's suffering from shock?,no,Reassure them confidently,no,Offer them a cigarette,no,Give them a warm drink,no,Offer them some food,no,A
707,13,"Incidents, accidents and emergencies",31,There's been a collision. A motorcyclist is lying injured and unconscious. Why should you only remove their helmet if it's essential?,no,They might not want you to remove it,no,Removing it could make any injuries worse,no,Removing it could let them get cold,no,You could scratch the helmet as you remove it,no,B
708,13,"Incidents, accidents and emergencies",32,You're on a motorway. When can you use hazard warning lights?,no,When a vehicle is following too closely,no,When you slow down quickly because of danger ahead,no,When you're being towed by another vehicle,no,When you're riding on the hard shoulder,no,B
709,13,"Incidents, accidents and emergencies",33,You've broken down on a two-way road. You have a warning triangle. At least how far from your vehicle should you place the warning triangle?,no,5 metres (16 feet),no,25 metres (82 feet),no,45 metres (147 feet),no,100 metres (328 feet),no,C
710,13,"Incidents, accidents and emergencies",34,Your car breaks down on a level crossing. What's the first thing you should do?,no,Tell drivers behind what's happened,no,Leave your vehicle and get everyone clear,no,Walk down the track and signal the next train,no,Stay in your car until you're told to move,no,B
711,13,"Incidents, accidents and emergencies",35,What should you do if a tyre bursts while you're driving?,no,Pull on the parking brake,no,Brake as quickly as possible,no,Pull up slowly at the side of the road,no,Continue on at a normal speed,no,C
712,13,"Incidents, accidents and emergencies",36,What should you do if your vehicle has a puncture on a motorway?,no,Drive slowly to the next service area to get assistance,no,Pull up on the hard shoulder or in an emergency refuge area. Change the wheel as quickly as possible,no,Pull up on the hard shoulder or in an emergency refuge area and call for assistance,no,Switch on your hazard warning lights. Stop in your lane,no,C
713,13,"Incidents, accidents and emergencies",37,Your vehicle has stalled in the middle of a level crossing. What should you do if the warning bells start to ring while you're trying to restart the engine?,no,Get out of the car and clear of the crossing,no,Run down the track to warn the signal operator,no,Carry on trying to restart the engine,no,Push the vehicle clear of the crossing,no,A
714,13,"Incidents, accidents and emergencies",38,What should you do before driving into a tunnel?,no,Switch off your radio,no,Take off your sunglasses,no,Close your sunroof,no,Switch on your windscreen wipers,no,B
715,13,"Incidents, accidents and emergencies",39,Which lights should you use when you're driving in a tunnel?,no,Sidelights,no,Front spotlights,no,Dipped headlights ,no,Rear fog lights,no,C
716,13,"Incidents, accidents and emergencies",40,What should you do to reduce the risk of your vehicle catching fire?,no,Keep water levels above maximum,no,Check out any strong smell of fuel,no,Avoid driving with a full tank of fuel,no,Use fuel additives,no,B
717,13,"Incidents, accidents and emergencies",41,You're driving on the motorway. What should you do if luggage falls from your vehicle?,no,Stop at the next emergency telephone and report the incident,no,Stop on the motorway and switch on hazard warning lights while you pick it up,no,Walk back up the motorway to pick it up,no,Pull up on the hard shoulder and wave traffic down,no,A
718,13,"Incidents, accidents and emergencies",42,What should you do if an instrument panel warning light comes on while you're driving?,no,Continue if the engine sounds all right,no,Hope that it's just a temporary electrical fault,no,Deal with the problem when there's more time,no,Check out the problem quickly and safely,no,D
719,13,"Incidents, accidents and emergencies",43,What should you do if your vehicle breaks down in a tunnel?,no,Stay in your vehicle and wait for the police,no,Stand in the lane behind your vehicle to warn others,no,Stand in front of your vehicle to warn oncoming drivers,no,"Switch on hazard warning lights, then go and call for help",no,D
720,13,"Incidents, accidents and emergencies",44,What should you do if your vehicle catches fire while you're driving through a tunnel?,no,"Leave it where it is, with the engine running",no,"Pull up, then walk to an emergency telephone",no,Park it away from the carriageway,no,Drive it out of the tunnel if it's safe to do so,no,D
721,13,"Incidents, accidents and emergencies",45,What should you do first if your vehicle has broken down on an automatic railway level crossing?,no,Get everyone out of the vehicle and clear of the crossing,no,Telephone your vehicle recovery service to move it,no,Walk along the track to give warning to any approaching trains,no,Try to push the vehicle clear of the crossing as soon as possible,no,A
722,13,"Incidents, accidents and emergencies",46,What's the first thing you must do if you have a collision while you're driving your car?,no,Stop only if someone waves at you,no,Call the emergency services,no,Stop at the scene of the incident,no,Call your insurance company,no,C
723,13,"Incidents, accidents and emergencies",47,What information should you share if you're involved in a collision that causes damage to another vehicle?,no,Your occupation and reason for your journey,no,"Your name, address, and vehicle registration number ",no,Your national insurance number,no,Your internet service provider,no,B
724,13,"Incidents, accidents and emergencies",48,You lose control of your car and damage a garden wall. What must you do if the property owner isn't available?,no,Report the incident to the police within 24 hours,no,Go back to tell the house owner the next day,no,Report the incident to your insurance company when you get home,no,Find someone in the area to tell them about it immediately,no,A
725,14,Vehicle Loading,1,What restrictions apply if you're towing a trailer on a three-lane motorway?,no,You mustn't exceed 50 mph,no,You mustn't overtake,no,You must have a stabiliser fitted,no,You mustn't use the right-hand lane,no,D
726,14,Vehicle Loading,2,What should you do if you're towing a trailer and it starts to swing from side to side?,no,Ease off the accelerator to reduce your speed,no,Let go of the steering wheel and let it correct itself,no,Brake hard and hold the pedal down,no,Accelerate until it stabilises,no,A
727,14,Vehicle Loading,3,When would you increase the pressure in your tyres so that it's above the normal value?,no,When the roads are slippery,no,When the vehicle is fitted with anti-lock brakes,no,When the tyre tread is worn below 2 mm,no,When carrying a heavy load,no,D
728,14,Vehicle Loading,4,How will a heavy load on your roof rack affect your vehicle's handling?,no,It will improve the road holding,no,It will reduce the stopping distance,no,It will make the steering lighter,no,It will reduce stability,no,D
729,14,Vehicle Loading,5,What would be affected if you carry a very heavy load on your vehicle?,no,The vehicle's gearbox,no,The vehicle's ventilation,no,The vehicle's handling,no,The vehicle's battery,no,C
730,14,Vehicle Loading,6,Who's responsible for making sure that a vehicle isn't overloaded?,no,The driver of the vehicle,no,The owner of the items being carried,no,The person who loaded the vehicle,no,The licensing authority,no,A
731,14,Vehicle Loading,7,You're planning to tow a caravan. What will help the handling of the combination?,no,A jockey wheel fitted to the tow bar,no,Power steering fitted to the towing vehicle,no,Anti-lock brakes fitted to the towing vehicle,no,A stabiliser fitted to the tow bar,no,D
732,14,Vehicle Loading,8,Are passengers allowed to ride in a caravan that's being towed?,no,"Yes, if they're over 14",no,"No, not at any time",no,Only if all the seats in the towing vehicle are full,no,Only if a stabiliser is fitted,no,B
733,14,Vehicle Loading,9,What safety device must be fitted to a trailer braking system?,no,Stabiliser ,no,Jockey wheel,no,Corner steadies,no,Breakaway cable,no,D
734,14,Vehicle Loading,10,You wish to tow a trailer. Where would you find the maximum noseweight for your vehicle's tow hitch?,no,In the vehicle handbook,no,In The Highway Code,no,In your vehicle registration certificate,no,In your licence documents,no,A
735,14,Vehicle Loading,11,How should a load be carried on your roof rack?,no,Securely fastened with suitable restraints,no,Loaded towards the rear of the vehicle,no,Visible in your exterior mirror,no,Covered with plastic sheeting,no,A
736,14,Vehicle Loading,12,You're carrying a child under three years old in your car. Which restraint is suitable for a child of this age?,no,A child seat,no,An adult holding a child,no,An adult seat belt,no,An adult lap belt,no,A
